bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-A00064580_ses-DSA_task-rest_acq-1400_bold	0.002451881188118812	0.016762943836633664	0	56.05474578074436	1.1198555489826296	0.9419438376426802	0.5285303136378368	843.259033203125	0.48148748594897545	332	82.17821782178218	3.7542633333333337	3.43778	4.367435	3.457575	0.0466377	-0.018314136192202568	0.07361546158790588	404	112	112	64	2.1269542947733213	1.399999976158142	2.0	2.0	2.0	26.60041225464734	14.213911056518555	68.66880798339844	29.49451446533203	505118.0	18.48324489593506	255.00809173583983	104.15779876708984	2.548745613356897	330.88592529296875	997.6849365234375	905.6388549804688	195304.0	499.50450592041017	1844.1276000976563	425.7903137207031	24.293895721435547
sub-A00064580_ses-DSA_task-rest_acq-2500_bold	0.012803083333333333	0.012231740166666668	0	55.10350959831935	1.2660808448739493	1.0501680059663865	0.559114823025628	425.8307189941406	0.5145361933917719	108	90.0	2.924512151879432	2.818873333333333	3.368933333333333	2.58572978897163	0.0235896	-0.02641056664288044	0.08901122957468033	120	72	72	38	2.121409608456826	2.5	3.0	3.0	3.3299999237060547	25.782758372608388	10.538265228271484	58.36130142211914	30.812803268432617	104712.0	21.70643196105957	200.06894149780257	76.41471099853516	2.2997318531082405	262.4441223144531	768.9769897460938	699.98583984375	51181.0	375.9693603515625	1438.378662109375	329.9593811035156	28.391698837280273
sub-A00064580_ses-DSA_task-rest_acq-645_bold	0.0025996333333333332	0.007146311877777778	0	30.28376208430474	1.1531922763070075	1.0275757927474967	0.5292089440582233	716.718017578125	0.12002499884252704	100	11.11111111111111	3.362804867890407	3.1507366666666665	3.6928666666666667	3.244811270337886	0.0230566	-0.030732810497283936	0.07683291286230087	900	74	74	40	1.8907975976874	0.6449999809265137	3.0	3.0	3.000001907348633	22.705502822126334	15.593210220336914	54.25312042236328	26.048770904541016	120210.0	13.96481833457947	200.8766616821287	79.31160736083984	1.9817809602023466	328.08111572265625	878.8425903320312	781.6607055664062	55755.0	412.3057556152344	1727.5325073242188	413.39892578125	34.691219329833984
sub-A00064596_ses-CLG2R_task-rest_acq-1400_bold	0.004816410891089109	0.009898989207920792	0	38.55528170302731	1.1532967213399505	1.0109164703225804	0.49104561024219484	1450.1688232421875	0.29429921647906004	248	61.386138613861384	3.0502828329737945	2.817415	3.345105	2.9883284989213843	0.0249608	-0.02290460281074047	0.05106279253959656	404	112	112	64	3.143549873391673	1.399999976158142	2.0	2.0	1.9999809265136719	80.22020619832261	6.354391098022461	49.53627014160156	21.520402908325195	552742.0	16.76559343338013	162.84010162353513	89.6085205078125	0.7751979772429194	258.3038024902344	894.8892822265625	863.5986328125	154235.0	513.7930603027344	1383.2778686523434	274.7199401855469	39.24310302734375
sub-A00064596_ses-CLG2R_task-rest_acq-2500_bold	0.023425500000000002	0.011566336250000002	0	48.835414518319325	1.2912494812605033	1.2090973224369745	0.5198228138435278	600.6253662109375	0.48028514026289104	66	55.0	2.542700675208006	2.4556566666666666	2.75268	2.419765358957352	0.0361633	-0.020878471434116364	0.04924874007701874	120	72	72	38	2.9718200861212094	2.5	3.0	3.0	3.329967498779297	100.65507887852341	5.500181674957275	44.65566635131836	25.109148025512695	118781.0	20.874778747558594	125.78045654296875	74.18438720703125	0.4409543692728528	218.0553741455078	696.6539916992188	668.2520751953125	40079.0	390.8310882568359	1105.0750732421875	224.86009216308594	32.91253662109375
sub-A00064596_ses-CLG2R_task-rest_acq-645_bold	0.004444086859688196	0.0047205649777282855	2	27.325389032842825	1.2472588896098102	1.0817643398550723	0.49993626102727345	1317.2880859375	0.10122426735366992	44	4.8997772828507795	2.6901182324821797	2.4959233333333333	2.833793333333333	2.7406380307798726	0.0123152	-0.025406701490283012	0.046731363981962204	898	74	74	40	3.141606280187966	0.6449999809265137	3.0	3.0	2.9999656677246094	67.43693485010374	11.010059356689453	54.477561950683594	25.68148422241211	134764.0	17.44892454147339	179.74760284423806	100.4102554321289	0.4972030016939306	308.7644958496094	1048.103271484375	1016.2682495117188	44031.0	597.4480590820312	1626.27734375	323.483154296875	52.160987854003906
sub-A00064596_ses-CLGA_task-rest_acq-1400_bold	0.005306608910891088	0.014688682970297028	0	56.38270129640199	1.2009351493052112	1.0344768606699755	0.4864805754156164	1510.9378662109375	0.5260357361589604	358	88.61386138613861	3.220218560554187	2.95577	3.63931	3.065575681662563	0.0375273	-0.023020945489406586	0.049440838396549225	404	112	112	64	2.9723465570116985	1.399999976158142	2.0	2.0	2.000041961669922	86.08701749146155	6.293475151062012	48.07970428466797	21.494365692138672	549113.0	16.646034240722656	147.6984222412108	89.19939422607422	0.9707261667830358	264.6217956542969	924.0296020507812	880.4942626953125	156526.0	525.7636566162109	1471.9376831054688	296.22772216796875	30.484237670898438
sub-A00064596_ses-CLGA_task-rest_acq-2500_bold	0.013516416666666668	0.011770528083333334	0	48.13133347117648	1.2821556971428576	1.3502172603361347	0.5112707027193856	659.4117431640625	0.388775340240056	85	70.83333333333333	2.596759868722206	2.4907233333333334	2.906336666666667	2.3932196061666198	0.0375799	-0.018009647727012634	0.036953482776880264	120	72	72	38	2.8634017166137453	2.5	3.0	3.0	3.3300704956054688	114.93717294053022	4.672301769256592	41.13788986206055	24.34838104248047	117820.0	20.78462152481079	105.5112007141112	68.01750946044922	0.7979251734290207	216.33749389648438	713.8264770507812	679.6248779296875	40288.0	393.83806762695315	1155.1717590332032	237.3458251953125	35.83113098144531
sub-A00064596_ses-CLGA_task-rest_acq-645_bold	0.002787706013363028	0.007487712538975501	2	29.858885436599763	1.138348931616499	0.9895774967670009	0.4903257870602061	1542.806396484375	0.1877604105679532	240	26.7260579064588	2.8418031635193977	2.62931	3.09689	2.7992094905581926	0.0151181	-0.02278001792728901	0.038552653044462204	898	74	74	40	2.9198609862482927	0.6449999809265137	3.0	3.0	3.0000648498535156	81.06169698730551	7.223755359649658	34.817562103271484	17.036148071289062	133606.0	11.487370014190674	106.37891578674316	65.40006256103516	0.6951758597369406	229.20989990234375	762.8569946289062	730.21630859375	44522.0	426.3436416625977	1225.4573364257806	250.0831756591797	42.212547302246094
sub-A00065178_ses-DSA_task-rest_acq-1400_bold	0.010647103960396039	0.01668819537128713	0	49.37877382878408	1.0043892959553353	0.9335590388585616	0.48393746169599045	1568.6768798828125	0.45150275906629544	318	78.7128712871287	3.732887913812867	3.45801	4.06021	3.680443741438601	0.117171	-0.016877926886081696	0.050156984478235245	404	112	112	64	2.252274644053581	1.399999976158142	2.0	2.0	2.000049591064453	79.1180382474048	6.997816562652588	44.616241455078125	22.421905517578125	525600.0	16.952111148834227	131.5060317993164	69.5924072265625	2.18371390525985	333.14581298828125	1018.1376953125	934.668701171875	177702.0	514.6917449951171	1829.7875366210915	414.98760986328125	21.893701553344727
sub-A00065178_ses-DSA_task-rest_acq-2500_bold	0.0238115	0.025011545750000006	0	98.01034662848744	1.1780268404201684	1.054138675210084	0.506610554099261	691.1656494140625	1.4947235084102801	111	92.5	2.965405148889006	2.8407	3.1814633333333333	2.874052113333685	0.0771667	-0.0086473124101758	0.03456803783774376	120	72	72	38	2.33555557800925	2.5	3.0	3.0	3.3300857543945312	124.47430181674048	5.35741662979126	35.11418151855469	24.903030395507812	112572.0	19.447356033325192	82.47476692199703	36.25989532470703	1.3191068948519176	253.29119873046875	770.76416015625	711.5986938476562	45392.0	387.76421813964845	1373.879327392578	304.6773376464844	16.915542602539062
sub-A00065178_ses-DSA_task-rest_acq-645_bold	0.0033780645161290324	0.007790917719688543	1	34.25161865501117	1.0477732646325162	0.955991608374166	0.4903102610485268	1444.4091796875	0.30427574678210406	470	52.28031145717464	3.278564261407442	3.0808700000000004	3.4886666666666666	3.2661561175556586	0.0365497	-0.019409045577049255	0.04372323676943779	899	74	74	40	2.1093835017955853	0.6449999809265137	3.0	3.0	3.000080108642578	69.07708445005399	8.601398468017578	33.83827590942383	18.603853225708008	126725.0	11.960933494567872	97.01948852539051	52.74378967285156	1.5887237215719807	294.9407653808594	853.0780639648438	775.1626586914062	50935.0	415.9449523925781	1585.924938964844	367.47943115234375	31.658042907714844
sub-A00065197_ses-DSA_task-rest_acq-1400_bold	0.0006046782178217822	0.005765851163366337	0	35.84639905655085	1.1059964343920596	0.9851947367245653	0.5770364190423698	410.18731689453125	0.154555390325102	100	24.752475247524753	3.3315070192456244	3.0765	3.648975	3.2690460577368747	0.0293953	0.04506073147058487	0.06398902833461761	404	112	112	64	2.268821165829359	1.399999976158142	2.0	2.0	1.9999504089355469	12.767137897321058	25.05556869506836	116.40190124511719	38.849090576171875	508288.0	20.831472396850586	513.0154663085927	187.90602111816406	2.532764323457653	292.62689208984375	891.3565673828125	824.5275268554688	193323.0	418.56130065917966	1582.2111694335933	363.415771484375	41.70006561279297
sub-A00065197_ses-DSA_task-rest_acq-2500_bold	0.003268583333333333	0.003934878583333333	0	29.019346028403362	1.222361769747899	1.1445189293277314	0.5986498091378448	215.7407684326172	0.12288215925238233	18	15.0	2.752649244952421	2.6259799999999998	3.0210399999999997	2.6109277348572633	0.033175	0.042524270713329315	0.07322230935096741	120	72	72	38	2.1250326283733845	2.5	3.0	3.0	3.3299198150634766	10.223166207030106	21.00684356689453	102.8709716796875	40.899452209472656	107288.0	25.49365472793579	442.50392303466776	151.27310180664062	2.3378867535315075	246.0146026611328	710.1340942382812	650.3827514648438	49614.0	322.7633560180664	1307.6420776367186	306.0546875	63.3368034362793
sub-A00065197_ses-DSA_task-rest_acq-645_bold	0.0006513904338153506	0.00887571955506118	1	28.503242231514513	1.0324170061135853	0.9635708717928734	0.5862141806664971	348.37078857421875	0.10706740666892492	46	5.116796440489432	3.066910567808801	2.83835	3.2565233333333334	3.1058583700930678	0.0223177	0.032911889255046844	0.0663209781050682	899	74	74	40	2.281627821067601	0.6449999809265137	3.0	3.0	2.999927520751953	10.571889643290465	24.66548728942871	97.83222961425781	34.094722747802734	122283.0	14.703462600708008	452.32515258789044	159.19561767578125	1.4577107394355604	245.82330322265625	728.265380859375	679.2734985351562	54779.0	326.3797485351563	1301.7629150390621	297.7117004394531	37.98081970214844
sub-A00065250_ses-DSA_task-rest_acq-1400_bold	0.01707943069306931	0.0391564599009901	0	85.62173357779155	1.1185099256575681	1.029496512506202	0.5033046392834262	1668.548828125	1.0849169629053383	336	83.16831683168317	3.356070132927495	3.016665	3.80768	3.243865398782485	0.102801	-0.01975703053176403	0.05446750670671463	404	112	112	64	3.095895918194927	1.399999976158142	2.0	2.0	1.9999103546142578	49.435014150213874	5.803998947143555	39.40277862548828	20.335657119750977	525173.0	14.84362621307373	126.33204193115225	54.681514739990234	1.0495895760988123	243.44529724121094	909.3645629882812	868.3788452148438	178551.0	533.546630859375	1426.931640625	280.4927673339844	15.828145980834961
sub-A00065250_ses-DSA_task-rest_acq-2500_bold	0.03359166666666667	0.037470851	0	112.21638383025211	1.290516173361344	1.16175326302521	0.5304999014809181	687.9361572265625	1.8765639614743623	116	96.66666666666667	2.75786887379234	2.5833266666666668	3.0864233333333337	2.603856621377019	0.118609	-0.017491532489657402	0.044965773820877075	120	72	72	38	2.9461671101004123	2.5	3.0	3.0	3.3298492431640625	74.41742076195183	4.700651168823242	34.77223205566406	23.917335510253906	111386.0	19.962110996246338	77.32800102233887	38.644466400146484	0.9220410149022009	207.34080505371094	710.1299438476562	674.7830810546875	46335.0	411.6208221435547	1139.3969848632803	229.03514099121094	15.0639009475708
sub-A00065250_ses-DSA_task-rest_acq-645_bold	0.024230812917594657	0.014861675189309576	2	36.71044688838351	1.1735961605685632	1.046565637168339	0.5078291169263273	1634.142578125	0.24537826357628076	130	14.476614699331849	2.946393266106899	2.7135833333333337	3.1341966666666665	2.9913997983206957	0.0515922	-0.023376023396849632	0.04329817369580269	898	74	74	40	2.8936458411168413	0.6449999809265137	3.0	3.0	2.999866485595703	50.330859612919966	7.216731071472168	29.250104904174805	16.857837677001953	127045.0	11.255735588073732	81.1996429443357	40.875755310058594	0.9103081954746401	228.93780517578125	773.1332397460938	737.9468994140625	50589.0	434.5240051269531	1248.5563720703126	255.0207061767578	26.504108428955078
sub-A00065263_ses-DSA_task-rest_acq-2500_bold	0.0082795	0.010543911333333333	0	35.46084565865545	0.9345142587394961	0.8253958824369747	0.5159457864117234	537.9591674804688	0.18665527994654313	29	24.166666666666668	2.9951631665890197	2.8682	3.2899933333333333	2.8272961664337264	0.0420815	-0.010410154238343239	0.04800022020936012	120	72	72	38	1.8031876069733568	2.5	3.0	3.0	3.3298492431640625	61.909139652165166	8.094305038452148	48.15974044799805	28.864849090576172	108304.0	22.160428237915042	127.97317810058551	61.315765380859375	3.108005416100486	307.4834289550781	843.9102172851562	743.828125	48087.0	379.55010681152345	1684.111462402343	412.5030517578125	28.00874900817871
sub-A00065302_ses-DSA_task-rest_acq-1400_bold	0.001783341584158416	0.026722773118811882	0	53.368373832952884	1.0722568166253112	0.9230128266749379	0.504377046293507	1018.58154296875	0.5117077020984039	343	84.9009900990099	3.3344360635434107	2.986135	3.680025	3.3371481906302334	0.0156398	-0.0163772813975811	0.07104615122079849	404	112	112	64	2.4980051089041395	1.399999976158142	2.0	2.0	1.9999771118164062	68.00948062164008	8.955023765563965	52.181373596191406	23.440080642700195	533531.0	16.722248077392578	161.18802642822266	94.36518096923828	2.358191607653194	259.8958740234375	833.4627075195312	781.5530395507812	172182.0	416.99820404052736	1418.1675720214844	312.8699645996094	21.85158348083496
sub-A00065302_ses-DSA_task-rest_acq-2500_bold	0.0031880672268907568	0.012890593613445378	1	52.88713738067797	1.1580838301694916	0.9651550548305083	0.5302644146474402	456.28045654296875	0.45178301962948864	106	89.07563025210084	2.6556792602155963	2.493646666666667	2.8709633333333335	2.6024277806467877	0.00894561	-0.018183588981628418	0.07373008877038956	119	72	72	38	2.339842942033269	2.5	3.0	3.0	3.3299636840820312	81.29173538653679	7.5526018142700195	48.55852127075195	26.688451766967773	113813.0	20.62380676269531	139.05496520996047	78.04810333251953	1.8030846591843996	218.1849365234375	672.3773803710938	618.8812255859375	44350.0	327.88047180175784	1176.782806396484	264.4939270019531	31.318347930908203
sub-A00065302_ses-DSA_task-rest_acq-645_bold	0.0020979421579532813	0.015023379888765294	1	34.882042124320684	1.0619228747327403	0.902819388596882	0.5194730317946106	914.6339721679688	0.15959687982759782	199	22.1357063403782	3.1026995564846556	2.77343	3.388666666666667	3.146002002787301	0.0289952	-0.023096686229109764	0.07898934930562973	899	74	74	40	2.499609699841668	0.6449999809265137	3.0	3.0	2.999969482421875	38.896856091166896	10.257485389709473	43.883731842041016	19.460556030273438	128599.0	11.658486366271973	147.10641784667948	79.56497955322266	1.4606828639642222	211.0365447998047	669.7085571289062	631.44189453125	49556.0	329.17860412597656	1158.5696411132812	252.6136474609375	27.139373779296875
sub-A00065478_ses-DSA_task-rest_acq-1400_bold	0.0012042039800995025	0.014227984427860696	2	51.74608473184541	1.1346063385286782	1.0324079285536156	0.48622344624463276	1287.66259765625	0.33897846200684395	317	78.85572139303483	2.840741872322488	2.592115	3.09832	2.8317906169674636	0.00886727	-0.01668701134622097	0.050148531794548035	402	112	112	64	3.245901514761177	1.399999976158142	2.0	2.0	1.9999465942382812	110.05501465632116	5.476560592651367	37.53086853027344	20.063552856445312	551080.0	15.532697772979736	109.24459915161133	56.62320327758789	2.6044721807195863	190.17730712890625	773.7348022460938	746.2194213867188	156539.0	457.6782989501953	1178.671142578125	229.89515686035156	31.259864807128906
