A00032875-ses-DS2,,
A00032876-ses-DS2,6,
A00033011-ses-DS2,,
A00033021-ses-DS2,,
A00033180-ses-DS2,,
A00033231-ses-DS2,3,
A00033232-ses-DS2,,
A00033247-ses-DS2,,
A00033248-ses-DS2,,
A00033609-ses-DS2,1,
A00033640-ses-DS2,2,
A00033643-ses-DS2,,
A00033647-ses-DS2,1,
A00033673-ses-DS2,36,
A00033714-ses-CLG4,1,
A00033714-ses-CLG4R,17,
A00033714-ses-CLG5,11,
A00033714-ses-DS2,1,
A00033734-ses-DS2,31,
A00033735-ses-DS2,4,
A00033747-ses-DS2,2,
A00033752-ses-DS2,3,
A00033764-ses-DS2,9,
A00033832-ses-DS2,22,
A00033834-ses-DS2,,
A00033849-ses-DS2,6,
A00033903-ses-DS2,5,
A00033963-ses-DS2,,
A00033998-ses-DS2,,
A00034073-ses-DS2,,
A00034074-ses-DS2,2,
A00034093-ses-DS2,12,
A00034193-ses-DS2,,
A00034350-ses-CLG4,5,
A00034350-ses-CLG4R,,
A00034385-ses-DS2,,
A00034400-ses-DS2,1,
A00034827-ses-DS2,,
A00034854-ses-DS2,1,
A00034987-ses-DS2,17,
A00035036-ses-DS2,43,
A00035072-ses-DS2,1,
A00035291-ses-CLG4,6,
A00035291-ses-DS2,5,
A00035292-ses-CLG4,8,
A00035292-ses-CLG4R,5,
A00035292-ses-CLG5,,
A00035292-ses-DS2,11,
A00035377-ses-CLG5,,
A00035377-ses-DS2,14,
A00035378-ses-DS2,3,
A00035437-ses-DS2,,
A00035440-ses-DS2,,
A00035504-ses-DS2,2,
A00035535-ses-DS2,8,
A00035553-ses-DS2,,
A00035562-ses-DS2,4,
A00035606-ses-DS2,,
A00035608-ses-DS2,,
A00035625-ses-DS2,,
A00035699-ses-DS2,1,
A00035744-ses-DS2,12,
A00035765-ses-DS2,,
A00035798-ses-DS2,,
A00035827-ses-DS2,2,
A00035840-ses-DS2,9,
A00035879-ses-DS2,,
A00035881-ses-DS2,,
A00035926-ses-DS2,,
A00035940-ses-CLG4,6,
A00035940-ses-CLG4R,12,
A00035941-ses-DS2,1,
A00035943-ses-DS2,1,
A00035945-ses-CLG4R,7,
A00035951-ses-DS2,22,
A00035960-ses-DS2,6,
A00037110-ses-DS2,,
A00037111-ses-DS2,2,
A00037112-ses-DS2,,
A00037266-ses-DS2,3,
A00037267-ses-DS2,2,
A00037368-ses-DS2,36,
A00037377-ses-DS2,,
A00037378-ses-DS2,,
A00037386-ses-DS2,1,
A00037387-ses-DS2,,
A00037396-ses-DS2,,
A00037421-ses-DS2,27,
A00037439-ses-DS2,,
A00037445-ses-DS2,,
A00037458-ses-DS2,,
A00037459-ses-DS2,,
A00037476-ses-DS2,,
A00037492-ses-DS2,2,
A00037510-ses-DS2,,
A00037511-ses-DS2,,
A00037522-ses-DS2,,
A00037531-ses-DS2,9,
A00037545-ses-DS2,7,
A00037582-ses-DS2,,
A00037588-ses-DS2,6,
A00037635-ses-DS2,,
A00037646-ses-DS2,,
A00037647-ses-DS2,,
A00037725-ses-DS2,,
A00037726-ses-DS2,9,
A00037767-ses-DS2,,
A00037768-ses-DS2,,
A00037783-ses-DS2,,
A00037784-ses-DS2,8,
A00037831-ses-DS2,,
A00037877-ses-DS2,1,
A00038115-ses-DS2,30,
A00038189-ses-DS2,,
A00038285-ses-DS2,,
A00038411-ses-DS2,,
A00038414-ses-DS2,2,
A00038519-ses-DS2,,
A00038520-ses-DS2,,
A00038522-ses-DS2,,
A00038605-ses-DS2,,
A00038616-ses-DS2,,
A00038623-ses-DS2,,
A00038642-ses-DS2,4,
A00038718-ses-DS2,1,
A00038731-ses-DS2,,
A00038805-ses-DS2,8,
A00038806-ses-DS2,,
A00038817-ses-DS2,,
A00038831-ses-DS2,1,
A00038832-ses-DS2,5,
A00038957-ses-DS2,4,
A00038959-ses-DS2,3,
A00038998-ses-DS2,,
A00039041-ses-DS2,4,
A00039075-ses-DS2,3,
A00039118-ses-DS2,30,
A00039143-ses-DS2,,
A00039159-ses-DS2,5,
A00039249-ses-DS2,,
A00039331-ses-DS2,21,
A00039353-ses-DS2,2,
A00039391-ses-DS2,,
A00039393-ses-DS2,1,
A00039431-ses-DS2,2,
A00039432-ses-DS2,1,
A00039461-ses-DS2,,
A00039463-ses-DS2,10,
A00039488-ses-DS2,18,
A00039490-ses-DS2,14,
A00039500-ses-DS2,,
A00039559-ses-DS2,2,
A00039560-ses-DS2,5,
A00039593-ses-DS2,,
A00039607-ses-DS2,,
A00039635-ses-DS2,1,
A00039636-ses-DS2,,
A00039639-ses-DS2,,
A00039640-ses-DS2,,
A00039655-ses-DS2,1,
A00039657-ses-DS2,,
A00039669-ses-DS2,,
A00039685-ses-DS2,17,
A00039686-ses-DS2,10,
A00039700-ses-DS2,22,
A00039755-ses-DS2,13,
A00039758-ses-DS2,1,
A00039783-ses-DS2,2,
A00039819-ses-DS2,,
A00039820-ses-DS2,1,
A00039845-ses-DS2,40,
A00039846-ses-DS2,,
A00039866-ses-DS2,,
A00039895-ses-DS2,,
A00039923-ses-DS2,29,
A00039943-ses-CLG4R,,
A00039943-ses-CLG5,3,
A00039951-ses-DS2,,
A00039952-ses-DS2,3,
A00039966-ses-DS2,5,
A00039974-ses-DS2,4,
A00040116-ses-DS2,,
A00040117-ses-CLG4,7,
A00040117-ses-CLG5,,
A00040151-ses-DS2,,
A00040152-ses-DS2,,
A00040174-ses-DS2,6,
A00040182-ses-DS2,49,
A00040257-ses-DS2,4,
A00040285-ses-DS2,,
A00040286-ses-DS2,,
A00040301-ses-DS2,,
A00040311-ses-DS2,9,
A00040312-ses-DS2,44,
A00040324-ses-DS2,,
A00040342-ses-DS2,16,
A00040351-ses-DS2,,
A00040383-ses-DS2,1,
A00040439-ses-DS2,2,
A00040461-ses-DS2,6,
A00040462-ses-DS2,6,
A00040493-ses-DS2,,
A00040494-ses-DS2,,
A00040500-ses-DS2,12,
A00040517-ses-DS2,3,
A00040525-ses-DS2,1,
A00040556-ses-CLG4,52,
A00040556-ses-DS2,14,
A00040567-ses-DS2,43,
A00040573-ses-DS2,6,
A00040580-ses-DS2,,
A00040594-ses-DS2,4,
A00040599-ses-DS2,3,
A00040623-ses-DS2,5,
A00040628-ses-DS2,,
A00040678-ses-DS2,10,
A00040740-ses-DS2,,
A00040741-ses-DS2,5,
A00040757-ses-DS2,6,
A00040784-ses-DS2,,
A00040800-ses-CLG2,,
A00040800-ses-CLG2R,3,
A00040800-ses-CLG4,,
A00040806-ses-DS2,6,
A00040827-ses-DS2,3,
A00040915-ses-DS2,,
A00040944-ses-DS2,23,
A00041503-ses-DS2,19,
A00041540-ses-DS2,2,
A00043240-ses-CLG2R,,
A00043240-ses-DS2,,
A00043282-ses-DS2,,
A00043283-ses-DS2,,
A00043299-ses-DS2,3,
A00043384-ses-DS2,,
A00043417-ses-DS2,2,
A00043450-ses-DS2,3,
A00043462-ses-DS2,,
A00043466-ses-DS2,,
A00043494-ses-DS2,,
A00043509-ses-DS2,20,
A00043520-ses-DS2,,
A00043521-ses-DS2,,
A00043617-ses-DS2,23,
A00043634-ses-DS2,1,
A00043635-ses-DS2,5,
A00043649-ses-DS2,,
A00043722-ses-DS2,,
A00043739-ses-DS2,1,
A00043740-ses-CLG2,3,
A00043740-ses-CLG2R,41,
A00043740-ses-CLG4,17,
A00043758-ses-DS2,3,
A00043762-ses-DS2,,
A00043788-ses-CLG2,18,
A00043788-ses-CLG4,1,
A00043790-ses-DS2,,
A00044011-ses-DS2,3,
A00044012-ses-DS2,13,
A00044084-ses-CLG4,,
A00044084-ses-DS2,,
A00044130-ses-DS2,,
A00044131-ses-DS2,,
A00044154-ses-DS2,9,
A00044171-ses-DS2,19,
A00044291-ses-DS2,,
A00044307-ses-DS2,21,
A00044344-ses-DS2,11,
A00044345-ses-DS2,,
A00044369-ses-DS2,11,
A00044370-ses-DS2,,
A00044405-ses-DS2,,
A00044408-ses-DS2,3,
A00044410-ses-DS2,39,
A00044427-ses-DS2,,
A00045554-ses-DS2,2,
A00050679-ses-DS2,,
A00050720-ses-DS2,16,
A00050721-ses-DS2,,
A00050742-ses-DS2,,
A00050743-ses-CLG2,,
A00050795-ses-DS2,,
A00050848-ses-CLG2,1,
A00050848-ses-CLG2R,,
A00050848-ses-CLG4,,
A00050977-ses-DS2,35,
A00051063-ses-DS2,11,
A00051064-ses-DS2,4,
A00051456-ses-DS2,,
A00051457-ses-DS2,,
A00051477-ses-DS2,4,
A00051513-ses-DS2,,
A00051514-ses-DS2,3,
A00051517-ses-DS2,8,
A00051528-ses-DS2,1,
A00051529-ses-DS2,,
A00051539-ses-DS2,,
A00051604-ses-DS2,2,
A00051638-ses-DS2,,
A00051658-ses-DS2,6,
A00051676-ses-DS2,4,
A00051678-ses-DS2,9,
A00051679-ses-DS2,,
A00051690-ses-DS2,,
A00051691-ses-CLG2R,67,
A00051691-ses-CLG4,25,
A00051726-ses-DS2,,
A00051727-ses-CLG2,29,
A00051727-ses-CLG2R,3,
A00051774-ses-DS2,,
A00051835-ses-DS2,,
A00051882-ses-DS2,,
A00051925-ses-DS2,,
A00051927-ses-DS2,1,
A00052069-ses-CLG2,,
A00052069-ses-CLG2R,9,
A00052069-ses-CLG4,5,
A00052070-ses-DS2,,
A00052117-ses-DS2,,
A00052118-ses-DS2,11,
A00052126-ses-DS2,,
A00052180-ses-DS2,2,
A00052183-ses-CLG2,,
A00052183-ses-CLG2R,1,
A00052183-ses-CLG4,28,
A00052197-ses-DS2,,
A00052214-ses-DS2,3,
A00052234-ses-DS2,29,
A00052237-ses-CLG4,6,
A00052319-ses-DS2,,
A00052461-ses-CLG2,28,
A00052461-ses-CLG2R,43,
A00052461-ses-CLG4,1,
A00052499-ses-DS2,30,
A00052502-ses-DS2,3,
A00052577-ses-DS2,8,
A00052612-ses-DS2,,
A00052639-ses-DS2,,
A00053171-ses-CLG4,,
A00053202-ses-DS2,,
A00053320-ses-CLG2R,14,
A00053320-ses-CLG4,15,
A00053320-ses-DS2,,
A00053369-ses-DS2,1,
A00053390-ses-CLG2,3,
A00053390-ses-CLG2R,,
A00053456-ses-DS2,1,
A00053474-ses-DS2,,
A00053490-ses-CLG2,11,
A00053490-ses-CLG2R,,
A00053546-ses-DS2,,
A00053576-ses-DS2,,
A00053577-ses-DS2,2,
A00053578-ses-DS2,,
A00053625-ses-DS2,,
A00053626-ses-DS2,5,
A00053627-ses-DS2,1,
A00053744-ses-CLG2,,
A00053744-ses-CLG2R,,
A00053873-ses-CLG2,22,
A00053873-ses-CLG2R,31,
A00053873-ses-CLG4,1,
A00053874-ses-DS2,7,
A00053901-ses-DS2,,
A00053927-ses-DS2,1,
A00053949-ses-DS2,,
A00054038-ses-DS2,3,
A00054173-ses-DS2,1,
A00054206-ses-CLG2,21,
A00054206-ses-CLG4,8,
A00054358-ses-DS2,4,
A00054482-ses-DS2,3,
A00054532-ses-DS2,,
A00054533-ses-DS2,1,
A00054534-ses-DS2,,
A00054578-ses-CLG2R,18,
A00054621-ses-DS2,,
A00054895-ses-DS2,9,
A00054913-ses-DS2,15,
A00054929-ses-DS2,52,
A00055061-ses-DS2,,
A00055076-ses-CLG2,6,
A00055076-ses-CLG2R,6,
A00055076-ses-CLG4,,
A00055116-ses-DS2,26,
A00055122-ses-CLG2,3,
A00055122-ses-CLG2R,12,
A00055122-ses-CLG4,15,
A00055215-ses-DS2,,
A00055267-ses-CLG2,27,
A00055267-ses-CLG4,34,
A00055332-ses-DS2,5,
A00055352-ses-DS2,4,
A00055353-ses-DS2,,
A00055462-ses-CLG2,2,
A00055462-ses-CLG2R,7,
A00055542-ses-DS2,,
A00055612-ses-CLG2R,12,
A00055612-ses-CLG4,1,
A00055612-ses-DS2,2,
A00055624-ses-CLG4,,
A00055728-ses-CLG2,45,
A00055738-ses-DS2,4,
A00055763-ses-DS2,,
A00055806-ses-DS2,,
A00055866-ses-CLG2R,12,
A00055866-ses-DS2,6,
A00055867-ses-CLG2,1,
A00055867-ses-CLG2R,2,
A00055903-ses-CLG2,,
A00055903-ses-CLG2R,1,
A00055906-ses-DS2,,
A00055908-ses-CLG2,5,
A00055920-ses-CLG2,18,
A00055962-ses-DS2,3,
A00055991-ses-CLG2,,
A00055991-ses-CLG2R,13,
A00056022-ses-DS2,19,
A00056097-ses-DS2,,
A00056138-ses-CLG2,,
A00056138-ses-CLG2R,8,
A00056138-ses-CLG4,,
A00056198-ses-CLG2,42,
A00056198-ses-CLG2R,69,
A00056295-ses-CLG2,25,
A00056295-ses-CLG2R,,
A00056306-ses-DS2,9,
A00056307-ses-CLG2R,,
A00056307-ses-DS2,,
A00056372-ses-DS2,,
A00056420-ses-DS2,17,
A00056452-ses-DS2,5,
A00056453-ses-DS2,,
A00056470-ses-CLG2,1,
A00056470-ses-CLG2R,,
A00056489-ses-DS2,,
A00056605-ses-CLG2,,
A00056605-ses-CLG2R,,
A00056628-ses-DS2,16,
A00056679-ses-CLG2,3,
A00056679-ses-CLG2R,4,
A00056703-ses-DS2,,
A00056746-ses-CLG2,16,
A00056746-ses-CLG2R,12,
A00056919-ses-DS2,16,
A00056920-ses-CLG2R,4,
A00056949-ses-DS2,12,
A00057405-ses-CLG2,3,
A00057405-ses-CLG2R,,
A00057445-ses-DS2,1,
A00057480-ses-CLG2,15,
A00057480-ses-CLG2R,7,
A00057480-ses-CLG4,15,
A00057725-ses-CLG2,19,
A00057725-ses-CLG2R,43,
A00057862-ses-CLG2,,
A00057967-ses-DS2,23,
A00058053-ses-CLG2,1,
A00058053-ses-CLG2R,1,
A00058061-ses-CLG2,6,
A00058061-ses-CLG2R,3,
A00058215-ses-CLG2,50,
A00058215-ses-CLG2R,47,
A00058229-ses-CLG2,15,
A00058229-ses-CLG2R,38,
A00058318-ses-DS2,1,
A00058436-ses-DS2,61,
A00058503-ses-ALGA,,
A00058516-ses-CLG2R,28,
A00058537-ses-CLG2,,
A00058644-ses-DS2,2,
A00058685-ses-CLG2,,
A00058951-ses-CLG2,,
A00058952-ses-ALGA,,
A00058998-ses-DS2,17,
A00059107-ses-DS2,22,
A00059109-ses-CLG2,49,
A00059325-ses-CLG2R,31,
A00059325-ses-DS2,20,
A00059327-ses-CLG2,5,
A00059327-ses-CLG2R,,
A00059361-ses-ALGA,,
A00059361-ses-DS2,,
A00059427-ses-CLG2,,
A00059662-ses-DSA,23,
A00059663-ses-DS2,3,
A00059664-ses-DS2,1,
A00059845-ses-DS2,12,
A00059865-ses-CLG2,,
A00059865-ses-CLG2R,1,
A00059935-ses-DS2,,
A00059990-ses-DSA,,
A00060005-ses-DSA,,
A00060099-ses-CLG2,24,
A00060100-ses-CLG2,9,
A00060170-ses-DS2,1,
A00060184-ses-DS2,16,
A00060185-ses-DS2,2,
A00060252-ses-DS2,,
A00060264-ses-DSA,39,
A00060280-ses-CLG2,,
A00060280-ses-CLG2R,,
A00060383-ses-DSA,6,
A00060384-ses-CLG2,40,
A00060429-ses-CLG2R,37,
A00060430-ses-DS2,16,
A00060431-ses-DS2,,
A00060472-ses-CLG2,4,
A00060472-ses-CLG2R,,
A00060493-ses-CLG2,76,
A00060503-ses-CLG2,5,
A00060503-ses-CLG2R,16,
A00060574-ses-DSA,10,
A00060575-ses-DS2,,
A00060602-ses-ALGA,15,
A00060603-ses-CLG2,21,
A00060603-ses-CLG2R,9,
A00060628-ses-DSA,52,
A00060630-ses-DS2,1,
A00060632-ses-DS2,,
A00060662-ses-DS2,,
A00060664-ses-CLG2R,4,
A00060664-ses-DS2,3,
A00060806-ses-CLG2,1,
A00060806-ses-CLG2R,,
A00060848-ses-DS2,27,
A00060923-ses-DS2,5,
A00060925-ses-DS2,,
A00061001-ses-DSA,1,
A00061021-ses-DS2,72,
A00061203-ses-DSA,7,
A00061210-ses-DSA,2,
A00061263-ses-DSA,24,
A00061274-ses-DSA,4,
A00061275-ses-DSA,2,
A00061276-ses-DSA,,
A00061281-ses-DSA,25,
A00061284-ses-DSA,4,
A00061298-ses-CLG2R,1,
A00061298-ses-CLGA,2,
A00061387-ses-DSA,1,
A00061483-ses-DSA,,
A00061485-ses-DSA,1,
A00061597-ses-DSA,3,
A00061598-ses-DSA,,
A00061600-ses-DSA,2,
A00061634-ses-DSA,,
A00061647-ses-DSA,1,
A00061656-ses-DSA,6,
A00061666-ses-DSA,10,
A00061711-ses-DSA,5,
A00061714-ses-CLGA,12,
A00061715-ses-CLG2R,4,
A00061715-ses-DSA,,
A00061725-ses-DSA,3,
A00061727-ses-DSA,,
A00061728-ses-DSA,7,
A00061749-ses-CLG2R,,
A00061749-ses-CLGA,3,
A00061767-ses-DSA,2,
A00061787-ses-DSA,37,
A00061790-ses-DSA,4,
A00061806-ses-DSA,14,
A00061881-ses-DSA,,
A00061883-ses-CLG2R,,
A00061883-ses-CLGA,5,
A00061962-ses-DSA,1,
A00062009-ses-CLG2R,70,
A00062081-ses-CLG2R,,
A00062081-ses-CLGA,,
A00062085-ses-CLGA,31,
A00062144-ses-CLG2R,,
A00062144-ses-DSA,4,
A00062146-ses-CLG2R,5,
A00062146-ses-CLGA,12,
A00062248-ses-DSA,10,
A00062255-ses-DSA,63,
A00062266-ses-DSA,,
A00062268-ses-DSA,,
A00062282-ses-DSA,2,
A00062285-ses-DSA,4,
A00062288-ses-DSA,1,
A00062292-ses-DSA,20,
A00062351-ses-DSA,,
A00062353-ses-CLG2R,32,
A00062353-ses-DSA,12,
A00062361-ses-CLG2R,,
A00062361-ses-DSA,6,
A00062368-ses-DSA,11,
A00062369-ses-CLG2R,6,
A00062369-ses-CLGA,,
A00062411-ses-DSA,,
A00062416-ses-DSA,21,
A00062797-ses-CLGA,28,
A00062809-ses-CLG2R,1,
A00062809-ses-DSA,,
A00062917-ses-DSA,6,
A00062920-ses-DSA,4,
A00062923-ses-DSA,,
A00062926-ses-DSA,3,
A00062928-ses-DSA,3,
A00062929-ses-DSA,,
A00062934-ses-DSA,,
A00062983-ses-CLG2R,1,
A00062983-ses-DSA,,
A00062989-ses-CLG2R,4,
A00062989-ses-DSA,2,
A00062996-ses-CLG2R,58,
A00062996-ses-CLGA,2,
A00063003-ses-CLG2R,39,
A00063003-ses-DSA,7,
A00063006-ses-CLGA,,
A00063031-ses-DSA,,
A00063383-ses-CLG2R,17,
A00063383-ses-CLGA,27,
A00063450-ses-DSA,,
A00063455-ses-DSA,,
A00063458-ses-DSA,,
A00063473-ses-DSA,7,
A00063479-ses-DSA,25,
A00063481-ses-DSA,5,
A00064053-ses-DSA,,
A00064328-ses-DSA,20,
A00064415-ses-DSA,1,
A00064416-ses-DSA,,
A00064503-ses-CLG2R,34,
A00064503-ses-CLGA,15,
A00064505-ses-CLG2R,2,
A00064505-ses-CLGA,,
A00064507-ses-CLG2R,23,
A00064580-ses-DSA,37,
A00064596-ses-CLG2R,35,
A00064596-ses-CLGA,19,
A00065197-ses-DSA,,
A00065250-ses-DSA,77,
A00065263-ses-DSA,3,
A00065302-ses-DSA,35,
A00065480-ses-DSA,9,
A00065487-ses-DSA,,
A00065565-ses-DSA,22,
A00065572-ses-DSA,43,
A00065574-ses-DSA,,
A00065717-ses-DSA,2,
A00065722-ses-DSA,1,
A00065743-ses-ALGA,3,
A00065749-ses-DSA,4,
A00065790-ses-DSA,,
A00065792-ses-CLG2R,22,
A00065792-ses-CLGA,,
A00065802-ses-CLG2R,,
A00065802-ses-DSA,,
A00065873-ses-DSA,6,
A00065934-ses-CLGA,24,
A00065974-ses-DSA,5,
A00065991-ses-DSA,,
A00065995-ses-DSA,3,
A00066013-ses-ALGA,,
A00066130-ses-DSA,,
A00066162-ses-ALGA,,
A00066232-ses-DSA,9,
A00066237-ses-ALGA,6,
A00066245-ses-ALGA,16,
A00066246-ses-DSA,10,
A00066282-ses-DSA,2,
A00066302-ses-DSA,18,
A00066314-ses-CLGA,6,
A00066319-ses-DSA,1,
A00066389-ses-DSA,3,
A00066396-ses-DSA,4,
A00066419-ses-ALGA,15,
A00066539-ses-DSA,3,
A00066572-ses-CLG2R,3,
A00066572-ses-CLGA,8,
A00066573-ses-DSA,34,
A00066580-ses-CLG2R,25,
A00066581-ses-CLGA,2,
A00066582-ses-CLG2R,79,
A00066582-ses-CLGA,14,
A00066584-ses-DSA,,
A00066589-ses-CLGA,,
A00066735-ses-DSA,,
A00066820-ses-DSA,3,
A00066831-ses-DSA,25,
A00066860-ses-CLG2R,16,
A00066864-ses-ALGA,,
A00066871-ses-ALGA,,
A00067174-ses-ALGA,68,
A00073230-ses-ALGA,1,
A00073283-ses-ALGA,,
A00073296-ses-DSA,2,
A00073308-ses-DSA,18,
A00073525-ses-ALGA,36,
A00073529-ses-ALGA,,
A00073611-ses-ALGA,6,
A00073677-ses-ALGA,21,
A00073705-ses-DSA,5,
A00073942-ses-ALGA,26,
A00073953-ses-ALGA,,
